,Tissue,MDS1,MDS2
259,leaves,-5.772504293686715,1.505667057971747
260,leaves,-5.749531701757598,0.20493649923808288
261,leaves,-6.1913936561529885,1.200757895821423
262,leaves,-6.3623997860237225,0.1402367724010293
263,leaves,-6.146966081037204,0.780519654612686
264,leaves,-6.285528550741663,0.6709377849057785
265,leaves,-6.2870466937648954,0.570290755228132
266,leaves,-6.458427331329972,0.6430687354222269
267,leaves,-6.180349684840104,1.8405942101595647
268,inflorescence,-5.444882476007541,2.8129136282153224
269,inflorescence,-5.702523462482803,2.716119935215939
270,inflorescence,3.3272908003496973,7.7403378733396035
271,inflorescence,-5.956571823764439,2.929088992664809
272,inflorescence,-5.492770647122391,2.889135509016351
273,inflorescence,-5.654384521152958,2.5322250336626393
274,inflorescence,-5.523597984073414,2.6035524916202792
275,inflorescence,2.2375809754756784,7.357591947757682
276,inflorescence,-5.498626192809278,2.6136714060304427
277,inflorescence,-6.0114553699005295,2.809347197430819
278,inflorescence,-5.773843992743455,2.8510806535787543
279,inflorescence,-6.029523224637719,2.747218012079994
280,leaves,-4.776642713963986,-0.9799742124181361
281,leaves,-4.751049029017135,-2.4395480360729653
282,leaves,4.626859712967148,6.602440498790251
283,leaves,-5.769337434023221,-3.1438094588129335
284,leaves,-3.9648254460545567,2.721543752164956
285,leaves,-8.352346949339534,-13.70394530103891
286,leaves,-4.792315640905639,-0.4472062450688228
287,leaves,-6.579214632656995,-2.4488994451269948
288,leaves,-6.793159039872348,-2.3324329635525616
289,leaves,-10.068660487626207,-6.437895789655328
290,leaves,9.652073501358876,-0.13163842363965508
291,root,-14.537768311622845,-8.372259772062423
292,root,-16.011342731658647,-3.523422214007955
293,leaves,3.9821122993554305,-4.456060523053311
294,leaves,-5.559242231673928,-7.479251998756832
295,root,-15.148561979568028,-7.579634998281881
296,root,-10.202176934776686,-0.8622079563155585
297,leaves,-7.01340137904159,-5.33197096460889
298,leaves,7.116951086601252,-0.4509101684280981
299,leaves,-5.131018324997139,-6.260496715514489
300,leaves,4.071061884479666,-3.8041386249725657
301,root,11.071070284699902,-6.626716961458877
302,root,-11.984069515256174,-10.533640563516638
303,root,12.110386511350246,2.751442862607954
304,leaves,6.9898007065295085,-9.734512386618059
305,leaves,6.852479824229633,-8.331250872465551
306,root,-12.00424282943858,-2.800981809235219
307,leaves,-5.741407384564557,-9.99274934765735
308,root,-9.888101623317374,-6.456809585969089
309,root,-14.750383583064789,-8.329508730166408
310,leaves,10.824986537079436,-0.3167026395723581
311,leaves,3.5349645416515094,-3.7983266482876257
312,leaves,4.628516713156457,-7.44255988779501
313,root,14.126394679846413,-9.515850795723644
314,leaves,3.0282123476143163,-4.887204165961981
315,leaves,4.545527372731236,-10.540696751539754
316,leaves,7.3392290159969145,-10.110670571188098
317,root,-10.579280415799744,-3.8041666046660865
318,leaves,4.137952238258755,-4.629341441671186
319,leaves,8.385204814462297,-4.977769903745721
320,leaves,5.24866995039001,-9.370766982073558
321,root,-2.283400598073772,-12.571259167349941
322,inflorescence,-8.892871520807228,-0.530299605670018
323,inflorescence,-8.40946564405106,-1.0248859458448978
324,inflorescence,-7.945490322238215,-0.7910673830193286
325,inflorescence,-7.879949844421338,-0.4551380975360577
326,inflorescence,-8.518789379631373,-0.728019627596061
327,inflorescence,-7.295044437017296,-0.4059963802481998
328,inflorescence,-8.74069586823547,-0.3379960691255823
329,inflorescence,-8.49170971163567,-0.5649918345535765
330,inflorescence,5.939781921484098,7.8276185949887545
331,inflorescence,5.1069498136093054,7.746336208298884
332,inflorescence,-7.496616455635032,-0.3439875599011681
333,inflorescence,-8.044265049075396,-0.6714576533340438
334,shoot,2.169399733599386,2.3805642556432676
335,shoot,2.3165207123975073,2.1302028363961725
336,root,-1.5208436981759188,7.317640361804795
337,root,-1.7886698380037394,7.309301343895535
338,root,-2.8959753780404514,7.011581728347303
339,root,-3.7789524913074395,6.893903470488798
340,root,-3.9417748872222123,7.013796707898425
341,root,-2.2354820959221344,6.52488214117355
342,root,-3.333790525185009,7.008794366268581
343,root,-3.5155181383223195,7.073044764592048
344,root,-3.6535594457295915,7.552599745582001
345,root,-3.806461644409144,6.916457044387972
346,root,-2.735330587142828,6.714390236846451
347,root,-2.698679769950304,6.740586900520635
348,flower,-8.221398610814655,-2.423161325506403
349,flower,-10.093529935236083,-0.8134749122336234
350,flower,-7.887220959221165,-2.5361046345903886
351,flower,10.027663374534995,5.524898977099006
352,flower,-8.687167013444231,-2.427834322160876
353,flower,-9.415951497576485,-2.0107870843660938
354,leaves,0.6786208102297093,2.811994426754168
355,leaves,1.110996295989265,2.761096001741037
356,leaves,0.3620795792676666,1.9095026026670647
357,leaves,0.6128732832107973,3.8873529276477994
358,leaves,1.1762181798031268,3.1266070019243473
359,leaves,1.209642153503927,3.8200479870291355
360,root,-8.215659644490604,5.644593626046711
361,root,-8.358904642742166,5.637917356157499
362,root,-8.5291365440164,5.511544083299617
363,root,-7.318708832010106,6.178142387988023
364,root,-7.569450889481191,4.7444704589930256
365,root,-8.29902039171147,4.629665458668552
366,root,-8.23914893999468,4.740159308170278
367,leaves,1.9715250138995046,2.932538844709154
368,leaves,2.9916856159034633,1.5313378072868056
369,leaves,3.3033008298486086,2.86143497282835
370,leaves,3.2440058334906783,3.084488408899303
371,leaves,1.7599197240478557,3.235466501512409
372,root,-8.283809689342041,4.124687538804318
373,root,-7.215382856677095,5.759881591210856
374,root,-6.177324517901876,6.198000038280742
375,root,-5.6011914288453,6.597967894180746
376,root,-7.214813377747914,5.13705294676613
377,root,-7.00908881004104,5.90550587636223
378,root,-5.968136344740414,6.76365107253621
379,root,-8.339909778482985,4.432823875168419
380,root,-7.449319654920455,6.106887698347522
381,root,-8.682510601245736,4.455304360508179
382,root,-7.0528745050283055,5.030980767718406
383,root,-7.4713672824437625,4.8370835634569405
384,root,-7.082776931539363,4.731322083917506
385,root,-8.465148146350291,4.351118436168475
386,root,-6.408091088178733,5.758733195158049
387,root,-6.454014079636997,6.07023034767937
388,root,-6.486854835863404,6.056170564970959
389,root,-8.099274526902272,4.356308733180776
390,root,-7.043563835484955,5.103082525146264
391,root,-7.207049061958917,5.437874155514462
392,root,-6.025320094933269,6.497264542677496
393,root,-8.256551007544347,4.42820094979314
394,root,-6.0948467057363285,6.374451575829568
395,root,-7.108609729755842,6.135456183487247
396,root,-3.862697895005537,5.601499718890628
397,shoot,-2.7572343722973653,0.3614020355759027
398,root,-5.118234580686748,5.996860793674545
399,shoot,-1.7464016892548513,0.4401278787603058
400,root,-3.274993824518774,5.546552763980114
401,shoot,-2.6566471895822517,-0.5188675696062324
402,root,-6.005225297294543,6.484027574469545
403,shoot,-1.6288024674488393,1.0819659677397844
404,root,-3.4546062454858455,5.829076591825651
405,shoot,-2.4543755047704137,0.30479887969264335
406,root,-5.688761654939524,5.7821489160133765
407,shoot,-1.357890843686073,0.9165694991105049
408,root,-9.37569128680136,3.7106063625756533
409,root,-9.115979127534544,4.495134630671679
410,root,-1.7300735433692316,10.66499050243709
411,root,-9.06260953757644,3.0644440345583446
412,root,-4.286749855692167,9.817577604654975
413,root,-9.027535974832054,3.0581655382909703
414,root,-1.1214140626633775,8.603628240032199
415,root,-1.3550907747738472,8.036689369805352
416,root,-1.5470696984238772,8.512150016213079
417,root,-0.8983423733946501,7.925945074516706
418,root,-1.549120559273119,8.033255419251045
419,root,-3.023037987898889,7.336194825131264
420,root,-0.8725381545681968,8.116995046718893
421,root,-5.6065861024728205,5.667582388056794
422,inflorescence,-1.9299400871489254,3.1539648872922483
423,inflorescence,-3.53105606716145,0.9011243808168957
424,inflorescence,-3.6416888465195987,1.7215473720944872
425,root,7.510898848797581,8.413812606206873
426,root,3.324965648298426,11.090323871604793
427,root,-12.298110033154353,2.2092900048616295
428,root,-1.7247038944817075,6.1095222854673334
429,root,1.1691241542251318,8.526238962350323
430,root,4.2416977578934585,9.003181161332106
431,root,-8.711701078264277,3.509363828450917
432,root,1.1483786323701048,8.203466300042631
433,root,1.3518773325383646,10.19645901543138
434,inflorescence,-9.44805998167694,-4.142640904169403
435,inflorescence,3.0340200814850857,-12.413528483658588
436,root,-6.22889464091823,6.541576512044418
437,root,-3.502769070247363,6.774059804997412
438,root,-2.4194828851523353,8.620208890005573
439,leaves,-0.12315449553920997,3.647228364530608
440,flower,3.3180944220544126,9.122242581832644
441,root,-1.5102591009907753,8.951894153520817
442,leaves,1.5170932348852566,4.108437913313481
443,flower,3.3067855460416573,8.872835559993163
444,root,11.526582340948742,2.9527470071405704
445,root,8.990882325793056,7.517753790649913
446,root,-10.705302541333657,-3.614526235099375
447,root,-0.5908867061536685,-10.340738434597705
448,leaves,2.6476154375096392,1.4115018212161403
449,leaves,5.284078800088756,2.984376287210359
450,leaves,2.6719822815663745,0.24598581531860877
451,leaves,5.648560875224293,1.4367148664389722
452,leaves,6.830231462793392,-0.9819252431714588
453,leaves,5.191051559783728,1.887575381341405
454,leaves,4.760047766436531,1.9806915937089702
455,leaves,3.1705540263817538,2.909112658601446
456,leaves,3.800149621654339,3.4919572526914946
457,leaves,5.08509658290486,1.8990602983182583
458,leaves,5.500894238107407,0.6692778084008619
459,leaves,6.633738851072446,1.7358172749758762
460,leaves,6.150751941231616,0.07491945187894296
461,leaves,5.544260954901899,1.509154448295287
462,leaves,5.634749026643583,0.1940810480162106
463,leaves,3.978573316144745,1.5424778660930167
464,leaves,5.367558778286675,-0.11081368010396467
465,leaves,2.277345847122924,-1.2440440616755701
466,leaves,2.659673759507351,0.3413916781091403
467,leaves,2.2280066170592687,-1.3917929677235967
468,leaves,6.667056481301615,2.214207159852084
469,leaves,4.946267639806165,2.882384076968018
470,leaves,3.3328264388816917,-1.1275445994710591
471,leaves,7.112397908399731,0.2706030685577622
472,leaves,6.083361646840222,-0.44296279364294844
473,leaves,3.665708035434862,3.74138822456067
474,leaves,6.901014679678216,-0.5192927299275393
475,leaves,5.743662927528944,1.0594230425767381
476,leaves,4.591103095632317,-2.4226551525595394
477,leaves,4.074031184924658,-3.1296941877728286
478,leaves,5.367446144989061,-2.929625977654963
479,leaves,2.811390302943545,-2.93453311059374
480,leaves,6.241515002237451,3.0928651514922065
481,leaves,5.212692050275828,-4.635751677798488
482,leaves,5.082679240413987,-0.7544903428728696
483,leaves,4.0399502840036785,-3.911854551540149
484,leaves,4.5253040396450235,-1.0201828435830709
485,leaves,2.853514256609489,-1.289471429933097
486,leaves,5.504367990902507,2.7250768645315198
487,leaves,5.000765662027007,2.0919194497596627
488,leaves,5.436040811107857,1.2949789011003332
489,leaves,6.232731502109095,1.320079642361898
490,leaves,7.58166924110594,1.8219249478224144
491,leaves,6.022417865391319,0.05389867423756361
492,leaves,1.6209469689389826,-1.772892262394628
493,leaves,5.020792182297847,-0.8924358250167
494,leaves,3.679760946379486,-1.825310357074839
495,leaves,3.569384704367889,-2.966839466131932
496,leaves,4.375399307817622,1.9173049734797136
497,leaves,7.477971053155289,1.7663559854473099
498,leaves,5.741862225517198,-1.2679506525042863
499,leaves,5.475764585204732,-0.6274376446756463
500,leaves,5.635089236900999,-1.101528757718228
501,leaves,4.388122101612791,-0.9647514584663742
502,leaves,3.056805953264325,0.7184983167388364
503,leaves,6.921796406025482,1.7597483216139507
504,leaves,3.6754839643526673,-1.093462321464729
505,leaves,8.684094624893982,1.4016060458085389
506,leaves,5.199137409684044,-1.5231137314107759
507,leaves,5.071078384425955,-0.8703678415193259
508,leaves,5.863729417695107,0.8036457837261568
509,leaves,2.5705139870055866,-1.9514031156068552
510,leaves,5.746358907309429,4.2690599231248445
511,leaves,5.840438047350109,-1.6219500216432048
512,leaves,3.9896635473575683,-2.120553112472835
513,leaves,9.098772612154024,-0.1851669167480212
514,leaves,7.056081607369639,0.7315152823144083
515,leaves,3.4913186261764997,-0.8570519374230319
516,leaves,4.447124056875789,-2.5570273242754133
517,leaves,4.283786411750941,-1.675418607868112
518,leaves,4.152459434781556,-1.5452738734840208
519,leaves,4.36922524786933,-0.2123888874203061
520,leaves,4.8035113604859685,-3.9880585662119823
521,leaves,3.9838259965214027,-3.18720820157963
522,leaves,4.70053438082229,-2.177779482716815
523,leaves,3.9326330599116237,0.7372716507291116
524,leaves,5.968278333464624,-0.3350770221198261
525,leaves,4.181529152177807,-3.4013096729497554
526,leaves,5.582916318614088,-1.2804484177046738
527,leaves,6.8930499593716865,1.0294757408565878
528,leaves,5.7007935670440455,0.43829903360007255
529,leaves,5.749430971091618,-0.36087973885656
530,leaves,6.6513319790048016,0.3412575622186174
531,leaves,4.54198174249657,-0.7309600290778798
532,leaves,6.305671111350402,0.9762562268630116
533,leaves,6.512113700933527,0.15280268688830806
534,leaves,6.392955359940932,0.14074229429264945
535,leaves,7.841603100215727,1.8227235987402868
536,leaves,7.435277775633379,0.7805431379786832
537,leaves,5.640044246397933,0.6649534132259183
538,leaves,6.921122642036124,2.0317245659185845
539,leaves,5.846582507311727,0.20602017974230216
540,leaves,5.646065504847884,0.0846159169180773
541,leaves,7.338937790863464,3.475583725493401
542,leaves,7.306498826407678,0.17573086591740572
543,leaves,5.128244988718023,-2.1244634180018798
544,leaves,5.771221906412913,0.8432811198029587
545,leaves,6.708956482668225,1.0100346339779473
546,leaves,6.907210825506185,2.3302847785037546
547,leaves,7.152549642661046,2.034887916624194
548,leaves,5.34939437556686,-0.2706869615845061
549,leaves,6.009899066872865,0.5143253995186455
550,leaves,4.598572607687302,-0.8520283562553369
551,leaves,4.470591309876882,-0.993706246205934
552,leaves,4.749307747019332,-0.11000203360650866
553,leaves,4.194102782043389,-1.8175074124572939
554,leaves,4.662574368240325,0.3931116239655479
555,leaves,6.439750614637517,1.7125387913217964
556,leaves,4.545319660993304,-2.3339002697541513
557,leaves,4.783078818033503,0.4629782722271487
558,leaves,6.7008873151209745,3.246068197427642
559,leaves,6.796117604146201,1.2505886282348453
560,leaves,6.435195703093436,0.677978268697668
561,leaves,5.931358405867346,1.8356400539684292
562,leaves,4.471624023414218,-0.10760762651616008
563,leaves,4.502528755385583,-2.0119471695951243
564,leaves,6.391228423191923,2.8760390361289554
565,leaves,6.160506204019217,0.2494748504503486
566,leaves,5.353840349028663,1.0856579675291227
567,leaves,4.4324213273485675,0.03680543558150459
568,leaves,3.705088170780575,-1.5420827282930358
569,leaves,5.340722007549297,2.395010201653651
570,leaves,6.10692655760419,0.17684229139076815
571,leaves,7.03706328827894,1.2330988319583704
572,leaves,4.726245047105349,-1.0539146127036831
573,leaves,5.558053794602588,0.6120853451586274
574,leaves,4.292176415673877,-2.76864757994769
575,leaves,3.5093720141515243,-1.4723370602029677
576,leaves,3.65106458570931,-2.585012227857459
577,leaves,5.058528862186669,0.5277523677733389
578,leaves,4.189119926673725,-1.874502562138974
579,leaves,-1.0079601802808837,2.8791278556092923
580,leaves,-0.9721803310888553,2.5597850429045255
581,leaves,-1.9921193158334414,2.7008064170483266
582,leaves,4.836399507899285,1.1418261994317562
583,leaves,6.288036380405292,3.412375247695639
584,leaves,4.682046030729381,0.9333566295012018
585,leaves,2.90009663327026,-0.4924176359872571
586,leaves,5.399074746530588,2.9703394278164104
587,leaves,6.101115932858114,-3.0515970535626997
588,leaves,4.283719228869732,-1.8453801289778096
589,leaves,7.504365819269261,-0.6459307922091555
590,leaves,6.704933191725853,0.9675049159646769
591,leaves,6.5390268339157815,0.7090913439984442
592,leaves,6.728300240651546,2.218835567956005
593,flower,10.447231124285596,5.552344504672436
594,flower,-9.556161092159384,-2.65033656035686
595,flower,-8.075611962598897,-0.5635650437678665
596,flower,-7.970260444788965,-0.8807754684746174
597,leaves,-8.01158074352885,-7.476511922982929
598,leaves,7.275159494481299,-8.01137510759274
599,leaves,4.535971380726203,-10.420283442632805
600,leaves,5.772866732216285,-9.921527444225662
