x_axis,y_axis
-70.71995305302515,-2.0222884604914024
-70.20860274226195,-2.1448880714933383
-70.5564904097443,-2.005620814656761
-29.78972542397964,-62.182562430387776
-29.74541849041819,-62.278483768619346
-29.68823887577479,-62.33864636171314
-29.73737240746209,-62.29493993972981
-29.682162209811768,-62.336453839506916
2.043954709718474,44.855528913985836
4.132081231811861,44.47075065164861
4.125475437186938,42.048399170180076
-4.975032279662566,31.8428755436519
2.185697421640118,44.823085301174444
4.125475437186938,42.048399170180076
4.107069621943669,42.046553514831295
-4.984304974193471,31.85455573320203
2.195453532814542,44.82055198858947
4.118826965656029,44.50589296805678
4.079244001222321,44.55146349941628
2.164717817414675,44.829133310111104
4.118826965656029,44.50589296805678
4.079244001222321,44.55146349941628
4.115065879225018,42.04363050342361
-5.003999914679416,31.874779149845402
-47.614458524155104,30.431927424157543
-50.44679588145548,4.661013928670632
-7.3217412144015395,-16.842996614011277
-7.347636277315058,-16.823625670282176
-3.6064697331378346,24.80641575373629
-34.953207205552076,25.377122037105593
-36.2337597632148,-17.221662907368195
-36.241122578425944,-17.244353422882174
-36.246874700194844,-17.25598073218303
-36.23460682553791,-17.221088876135514
-36.23421347491254,-17.248805207196096
-36.240950506804936,-17.26132838644739
-68.17199742401753,-2.145842513966928
-68.15533467451876,-2.1446839306484065
-68.15600270917793,-2.1710992398599367
-68.16818030797707,-2.1781432121309567
-68.16412163316154,-2.09579610464115
-68.15404309572935,-2.1504280035703216
3.748137555985975,55.101133344348995
3.74220647451759,55.10469597380539
3.596510283134335,55.12198894444182
3.6045969764755927,55.13282630969412
-61.8324856493412,-20.443349198547885
-61.76040506346284,-20.457863924741826
-61.808857309261356,-20.47388193395146
-61.454931349579226,-20.61201997634966
-62.183067474606105,-20.351487674692443
-62.50786046242497,-20.466584356773517
-63.87894484862657,-21.566802320558498
-62.18071528827783,-20.367553655298327
-62.485091982560775,-20.49304483658711
-61.16751609208447,-20.826749673237458
-51.11640984349553,0.526962360851653
-51.11186330356131,0.5270913915818471
-51.12197702301481,0.5123292246213917
0.48941649268296816,-68.28347918020275
0.4848003475692673,-68.28564078694079
0.487413756874363,-68.2789334272045
-0.6629277656316273,-71.3492200646765
-0.6654678909898399,-71.34850187908339
-0.6640137563420122,-71.35210734541627
0.493926667957539,-68.24696588553202
0.5917757840512008,-68.34838275405167
0.4954540844389642,-68.25280978693417
-0.6793445524152467,-71.35819560857583
-0.6731548223266006,-71.35383689426295
-0.6757120762481643,-71.36100948552065
0.4963313413330899,-68.25205326863869
0.4963306293314732,-68.26266034645931
0.4940629858185264,-68.25182580218183
-0.6657389173905139,-71.35327167791601
-0.6628688559590348,-71.35331498646052
-0.6637272795732106,-71.35324519316728
0.4698240783807065,-68.05931698146127
